rentree_scolaire;academie;code_du_departement;departement;uai;nom;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips
2018-2019;TOULOUSE;12;AVEYRON;0120031U;LYCEE GENERAL ET TECHNOLOGIQUE RAYMOND SAVIGNAC;12300;VILLEFRANCHE DE ROUERGUE;public;LEGT;113
2018-2019;TOULOUSE;12;AVEYRON;0120105Z;LYCEE PROFESSIONNEL PRIVE MARGUERITE MARIE;12145;MILLAU;privé sous contrat;LP;86.6
2018-2019;TOULOUSE;12;AVEYRON;0121260E;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;12300;VILLEFRANCHE DE ROUERGUE;privé sous contrat;LP;96.5
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130003H;LYCEE GENERAL ET TECHNOLOGIQUE VAUVENARGUES;13001;AIX EN PROVENCE;public;LEGT;130.5
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130006L;LYCEE PROFESSIONNEL GAMBETTA LYCEE DES METIERS DU TERTIAIRE;13001;AIX EN PROVENCE;public;LP;87.8
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130038W;LYCEE GENERAL ET TECHNOLOGIQUE MARSEILLEVEYRE;13208;MARSEILLE 8E ARRONDISSEMENT;public;LEGT;126.7
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130048G;LYCEE GENERAL ET TECHNOLOGIQUE SAINT EXUPERY;13215;MARSEILLE 15E ARRONDISSEMENT;public;LEGT;72.7
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;13207;MARSEILLE 7E ARRONDISSEMENT;public;LEGT;102.9
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130057S;LYCEE PROFESSIONNEL RENE CAILLIE LYCEE DES METIERS DU BATIMENT DES TRAVAUX PUBLICS ET DE LA TOPOGRAPHIE;13211;MARSEILLE 11E ARRONDISSEMENT;public;LP;74.1
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130058T;LYCEE PROFESSIONNEL L ESTAQUE LYCEE DES METIERS DU NAUTISME ET DE LA SECURITE;13216;MARSEILLE 16E ARRONDISSEMENT;public;LP;74.3
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130065A;LYCEE PROFESSIONNEL LA VISTE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;13215;MARSEILLE 15E ARRONDISSEMENT;public;LPO;63.5
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130071G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PERSONNE;13207;MARSEILLE 7E ARRONDISSEMENT;public;LP;68.6
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130146N;LYCEE PROFESSIONNEL LES ALPILLES LYCEE DES METIERS LES ALPILLES;13063;MIRAMAS;public;LP;79.4
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130150T;LYCEE PROFESSIONNEL JEAN MOULIN LYCEE DES METIERS DE LA MAINTENANCE DE L AUTOMOBILE ET DU NAUTISME;13077;PORT DE BOUC;public;LP;83.4
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;13077;PORT DE BOUC;public;LP;80.2
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130157A;LYCEE PROFESSIONNEL LES FERRAGES;13092;SAINT CHAMAS;public;LP;85.7
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130170P;LYCEE PROFESSIONNEL LYCEE DES METIERS VAUVENARGUES;13001;AIX EN PROVENCE;public;LP;94
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0130172S;LYCEE PROFESSIONNEL LEONARD DE VINCI;13207;MARSEILLE 7E ARRONDISSEMENT;public;LP;89.6
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131324U;LYCEE GENERAL PRIVE LACORDAIRE;13213;MARSEILLE 13E ARRONDISSEMENT;privé sous contrat;LEGT;145
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131339K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH DE LA MADELEINE;13204;MARSEILLE 4E ARRONDISSEMENT;privé sous contrat;LEGT;122.6
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131345S;LYCEE GENERAL PRIVE L OLIVIER R COFFY;13212;MARSEILLE 12E ARRONDISSEMENT;privé sous contrat;LEGT;127.2
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131424C;LYCEE PROFESSIONNEL PRIVE ORT LEON BRAMSON;13210;MARSEILLE 10E ARRONDISSEMENT;privé sous contrat;LP;97.4
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131436R;LYCEE TECHNOLOGIQUE PRIVE MODELE ELECTRONIQUE (A ABSORBE L'UAI 0133277S EN 2018);13211;MARSEILLE 11E ARRONDISSEMENT;privé sous contrat;LPO;99
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131484T;LYCEE PROFESSIONNEL PRIVE BRISE LAMES;13056;MARTIGUES;privé sous contrat;LP;86.6
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0131709M;LYCEE PROFESSIONNEL ADAM DE CRAPONNE;13103;SALON DE PROVENCE;public;LP;92
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132472S;LYCEE GENERAL PRIVE YAVNE;13213;MARSEILLE 13E ARRONDISSEMENT;privé sous contrat;LEGT;110.1
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132733A;LYCEE POLYVALENT ANTONIN ARTAUD;13213;MARSEILLE 13E ARRONDISSEMENT;public;LPO;108.4
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0132810J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE;13005;AUBAGNE;privé sous contrat;LEGT;139.4
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133288D;LYCEE POLYVALENT JEAN MONNET;13117;VITROLLES;public;LPO;101.1
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133314G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT LOUIS SAINTE MARIE;13043;GIGNAC LA NERTHE;privé sous contrat;LEGT;121
2018-2019;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;0133396W;LYCEE TECHNOLOGIQUE PRIVE DON BOSCO (A ABSORBE L'UAI 0131466Y EN 2018);13206;MARSEILLE 6E ARRONDISSEMENT;privé sous contrat;LPO;100.9
2018-2019;CAEN;14;CALVADOS;0140013N;LYCEE GENERAL ET TECHNOLOGIQUE MALHERBE;14118;CAEN;public;LEGT;123.8
2018-2019;CAEN;14;CALVADOS;0140014P;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTIN FRESNEL;14118;CAEN;public;LEGT;109.2
2018-2019;CAEN;14;CALVADOS;0140018U;LYCEE PROFESSIONNEL VICTOR LEPINE LYCEE DES METIERS D ARTS APPLIQUES A LA CREATION ET AU BIEN ETRE;14118;CAEN;public;LP;81.8
2018-2019;CAEN;14;CALVADOS;0140043W;LYCEE GENERAL ANDRE MAUROIS;14220;DEAUVILLE;public;LEGT;105.4
2018-2019;CAEN;14;CALVADOS;0141157G;LYCEE GENERAL PRIVE INSTITUTION JEANNE D ARC;14047;BAYEUX;privé sous contrat;LEGT;115.9
2018-2019;CAEN;14;CALVADOS;0141165R;LYCEE GENERAL PRIVE COURS NOTRE DAME;14228;DOUVRES LA DELIVRANDE;privé sous contrat;LEGT;119.7
2018-2019;CAEN;14;CALVADOS;0141169V;LYCEE GENERAL PRIVE INSTITUTION FREMONT;14366;LISIEUX;privé sous contrat;LEGT;125
2018-2019;CAEN;14;CALVADOS;0141178E;LYCEE TECHNOLOGIQUE PRIVE SAINTE URSULE;14118;CAEN;privé sous contrat;LEGT;112.4
2018-2019;CAEN;14;CALVADOS;0141191U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE FIDELITE LYCEE DES METIERS DU SECTEUR DE LA SANTE ET DU SOCIAL;14118;CAEN;privé sous contrat;LP;93.7
2018-2019;CAEN;14;CALVADOS;0141418R;LYCEE TECHNOLOGIQUE PRIVE LES ROSIERS;14366;LISIEUX;privé sous contrat;LEGT;101.6
2018-2019;CAEN;14;CALVADOS;0141599M;LYCEE PROFESSIONNEL JEAN JOORIS;14225;DIVES SUR MER;public;LP;85.3
2018-2019;CAEN;14;CALVADOS;0141796B;LYCEE GENERAL ET TECHNOLOGIQUE SALVADOR ALLENDE;14327;HEROUVILLE SAINT CLAIR;public;LEGT;113.9
2018-2019;CAEN;14;CALVADOS;0141867D;LYCEE PROFESSIONNEL PRIVE SAINTE URSULE LYCEE DES METIERS DU TERTIAIRE;14118;CAEN;privé sous contrat;LP;91.6
2018-2019;CAEN;14;CALVADOS;0142107P;LYCEE GENERAL CHARLES DE GAULLE;14118;CAEN;public;LEGT;123.7
2018-2019;CLERMONT-FERRAND;15;CANTAL;0150022T;LYCEE PROFESSIONNEL JOSEPH CONSTANT;15138;MURAT;public;LP;96.5
2018-2019;POITIERS;16;CHARENTE;0160003S;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE VALOIS;16015;ANGOULEME;public;LEGT;102.1
2018-2019;POITIERS;16;CHARENTE;0160004T;LYCEE TECHNOLOGIQUE CHARLES AUGUSTIN COULOMB;16015;ANGOULEME;public;LEGT;115.7
2018-2019;POITIERS;16;CHARENTE;0160065J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DE BEAULIEU;16102;COGNAC;privé sous contrat;LEGT;115.3
2018-2019;POITIERS;16;CHARENTE;0160792Z;LYCEE PROFESSIONNEL SILLAC LYCEE DES METIERS DE L HABITAT DU BATIMENT ET DE LA TOPOGRAPHIE;16015;ANGOULEME;public;LP;87
2018-2019;POITIERS;17;CHARENTE-MARITIME;0170022G;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE MERLEAU PONTY;17299;ROCHEFORT;public;LEGT;116.4
2018-2019;POITIERS;17;CHARENTE-MARITIME;0170058W;LYCEE GENERAL ET TECHNOLOGIQUE BELLEVUE;17415;SAINTES;public;LEGT;114.6
2018-2019;POITIERS;17;CHARENTE-MARITIME;0170070J;LYCEE PROFESSIONNEL DU PAYS D AUNIS LYCEE DES METIERS DU BOIS;17434;SURGERES;public;LPO;96.8
2018-2019;POITIERS;17;CHARENTE-MARITIME;0170135E;LYCEE POLYVALENT JEAN HYPPOLITE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;17197;JONZAC;public;LPO;99.2
2018-2019;POITIERS;17;CHARENTE-MARITIME;0171238D;LYCEE PROFESSIONNEL ROMPSAY;17300;LA ROCHELLE;public;LP;94.9
2018-2019;POITIERS;17;CHARENTE-MARITIME;0171418Z;LYCEE GENERAL ET TECHNOLOGIQUE SAINT EXUPERY;17300;LA ROCHELLE;public;LEGT;107.8
2018-2019;POITIERS;17;CHARENTE-MARITIME;0171571R;LYCEE PROFESSIONNEL DE L ATLANTIQUE LYCEE DES METIERS DU BATIMENT DE L HOTELLERIE ET DES SERVICES;17306;ROYAN;public;LP;91.8
2018-2019;ORLEANS-TOURS;18;CHER;0180006J;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;18033;BOURGES;public;LEGT;115.9
2018-2019;LIMOGES;19;CORREZE;0190010H;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES CABANIS;19031;BRIVE LA GAILLARDE;public;LEGT;114.8
2018-2019;LIMOGES;19;CORREZE;0190018S;LPO PUBLIC PIERRE CARAMINOT LYCEE DES METIERS DU GENIE CIVIL;19073;EGLETONS;public;LPO;107.2
2018-2019;LIMOGES;19;CORREZE;0190027B;LYCEE PROFESSIONNEL MARCEL BARBANCEYS LYCEE DES METIERS MAINTENANCE ET APRES VENTE MATERIELS AGRICOLES TP MANUTENTION ET PARCS JARDINS FORESTIERS;19148;NEUVIC;public;LP;93.3
2018-2019;LIMOGES;19;CORREZE;0190058K;LYCEE GENERAL PRIVE BOSSUET;19031;BRIVE LA GAILLARDE;privé sous contrat;LEGT;120.6
2018-2019;DIJON;21;COTE D'OR;0210012Z;LYCEE GENERAL ET TECHNOLOGIQUE STEPHEN LIEGEARD;21110;BROCHON;public;LEGT;116.8
2018-2019;DIJON;21;COTE D'OR;0211068X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DU SAINT COEUR;21054;BEAUNE;privé sous contrat;LEGT;122.5
2018-2019;RENNES;22;COTES D'ARMOR;0220018A;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE PAVIE;22070;GUINGAMP;public;LEGT;107.2
2018-2019;RENNES;22;COTES D'ARMOR;0220023F;LYCEE GENERAL ET TECHNOLOGIQUE FELIX LE DANTEC;22113;LANNION;public;LEGT;126
2018-2019;RENNES;22;COTES D'ARMOR;0220056S;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RABELAIS;22278;SAINT BRIEUC;public;LEGT;113.6
2018-2019;RENNES;22;COTES D'ARMOR;0220058U;LYCEE POLYVALENT CHAPTAL;22278;SAINT BRIEUC;public;LPO;99
2018-2019;RENNES;22;COTES D'ARMOR;0220064A;LYCEE PROFESSIONNEL HOTELIER LA CLOSERIE;22325;SAINT QUAY PORTRIEUX;public;LP;92.8
2018-2019;RENNES;22;COTES D'ARMOR;0220107X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE CAMPOSTAL;22266;ROSTRENEN;privé sous contrat;LPO;100.8
2018-2019;RENNES;22;COTES D'ARMOR;0220111B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE;22278;SAINT BRIEUC;privé sous contrat;LEGT;122.6
2018-2019;RENNES;22;COTES D'ARMOR;0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;22070;GUINGAMP;privé sous contrat;LP;94.3
2018-2019;BORDEAUX;24;DORDOGNE;0240006B;LYCEE PROFESSIONNEL HELENE DUC LYCEE DES METIERS SUD PERIGORD;24037;BERGERAC;public;LP;90.1
2018-2019;BORDEAUX;24;DORDOGNE;0240012H;LYCEE PROFESSIONNEL METIERS DU BATIMENT;24137;COULAURES;public;LP;78.6
2018-2019;BORDEAUX;24;DORDOGNE;0240026Y;LYCEE POLYVALENT ALBERT CLAVEILLE LYCEE DES METIERS DE L INGENIERIE INDUSTRIELLE ET DE L AUTOMOBILE;24322;PERIGUEUX;public;LPO;111.4
2018-2019;BORDEAUX;24;DORDOGNE;0240092V;LYCEE PROFESSIONNEL PRIVE CHAMBRE DE COMMERCE ET D INDUSTRIE;24053;BOULAZAC ISLE MANOIRE;privé sous contrat;LPO;90.7
2018-2019;BESANCON;25;DOUBS;0250008Y;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS PASTEUR;25056;BESANCON;public;LEGT;126.2
2018-2019;BESANCON;25;DOUBS;0250010A;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS PERGAUD;25056;BESANCON;public;LEGT;109.9
2018-2019;BESANCON;25;DOUBS;0251035P;LYCEE PROFESSIONNEL PRIVE SAINTE FAMILLE;25056;BESANCON;privé sous contrat;LP;81.5
2018-2019;BESANCON;25;DOUBS;0251671F;LPO EDGAR FAURE LYCEE DES METIERS DE L HORLOGERIE DE LA BIJOUTERIE ET DE LA JOAILLERIE;25411;MORTEAU;public;LPO;103.2
2018-2019;BESANCON;25;DOUBS;0251711Z;LYCEE POLYVALENT CLAUDE NICOLAS LEDOUX;25056;BESANCON;public;LPO;123.7
2018-2019;GRENOBLE;26;DROME;0260037Z;LYCEE PROFESSIONNEL VICTOR HUGO;26362;VALENCE;public;LP;80.6
2018-2019;GRENOBLE;26;DROME;0260044G;LYCEE PROFESSIONNEL AUGUSTE BOUVET;26281;ROMANS SUR ISERE;public;LP;82.1
2018-2019;GRENOBLE;26;DROME;0260074P;LYCEE TECHNOLOGIQUE PRIVE MONTPLAISIR;26362;VALENCE;privé sous contrat;LEGT;110
2018-2019;GRENOBLE;26;DROME;0261100E;LYCEE PROFESSIONNEL LYCEE DES METIERS DE L ART DE LA BIJOUTERIE ET DE LA JOAILLERIE AMBLARD;26362;VALENCE;public;LP;89.1
2018-2019;GRENOBLE;26;DROME;0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINISTRATION ET DE LA GESTION DES ENTREPRISES;26362;VALENCE;privé sous contrat;LP;98.6
2018-2019;GRENOBLE;26;DROME;0261148G;LYCEE PROFESSIONNEL HOTELIER DE L HERMITAGE LYCEE DES METIERS DE LA RESTAURATION ET DU VIN;26347;TAIN L HERMITAGE;public;LP;99.2
2018-2019;ROUEN;27;EURE;0270026G;LYCEE POLYVALENT LOUISE MICHEL;27284;GISORS;public;LPO;99.5
2018-2019;ROUEN;27;EURE;0270042Z;LYCEE GENERAL ET TECHNOLOGIQUE PORTE DE NORMANDIE;27679;VERNEUIL D AVRE ET D ITON;public;LEGT;107.8
2018-2019;ROUEN;27;EURE;0271049U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT OUEN;27467;PONT AUDEMER;privé sous contrat;LEGT;113.6
2018-2019;ROUEN;27;EURE;0271081D;LYCEE PROFESSIONNEL PRIVE SAINT OUEN;27467;PONT AUDEMER;privé sous contrat;LP;93
2018-2019;ORLEANS-TOURS;28;EURE-ET-LOIR;0280007F;LYCEE GENERAL MARCEAU;28085;CHARTRES;public;LEGT;127.5
2018-2019;ORLEANS-TOURS;28;EURE-ET-LOIR;0280009H;LYCEE PROFESSIONNEL PHILIBERT DE L ORME;28218;LUCE;public;LP;85
2018-2019;ORLEANS-TOURS;28;EURE-ET-LOIR;0280667Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE SAINT PAUL;28134;DREUX;privé sous contrat;LEGT;128.4
2018-2019;ORLEANS-TOURS;28;EURE-ET-LOIR;0280864M;LYCEE PROFESSIONNEL ELSA TRIOLET LYCEE DES METIERS DE L ACCUEIL DU COMMERCE ET DES SERVICES ADMINISTRATIFS;28218;LUCE;public;LP;83.1
2018-2019;ORLEANS-TOURS;28;EURE-ET-LOIR;0280925D;LYCEE PROFESSIONNEL GILBERT COURTOIS LYCEE DES METIERS DES SERVICES ET DE L INDUSTRIE;28134;DREUX;public;LP;85.9
2018-2019;RENNES;29;FINISTERE;0290007A;LYCEE GENERAL LA PEROUSE KERICHEN;29019;BREST;public;LEGT;125
2018-2019;RENNES;29;FINISTERE;0290010D;LYCEE GENERAL DE L HARTELOIRE;29019;BREST;public;LEGT;118.2
2018-2019;RENNES;29;FINISTERE;0290012F;LYCEE POLYVALENT VAUBAN;29019;BREST;public;LPO;107
2018-2019;RENNES;29;FINISTERE;0290034E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MARIE LE BRIS;29046;DOUARNENEZ;public;LEGT;113.6
2018-2019;RENNES;29;FINISTERE;0290071V;LYCEE POLYVALENT YVES THEPOT;29232;QUIMPER;public;LPO;104.6
2018-2019;RENNES;29;FINISTERE;0290076A;LYCEE GENERAL ET TECHNOLOGIQUE DE KERNEUZEC;29233;QUIMPERLE;public;LEGT;107.8
2018-2019;RENNES;29;FINISTERE;0290105G;LYCEE PROFESSIONNEL TRISTAN CORBIERE LYCEE DES METIERS DE L AERONAUTIQUE DE LA MECATRONIQUE LYCEE DES METIERS DU SANITAIRE ET SOCIAL;29151;MORLAIX;public;LP;98.7
2018-2019;RENNES;29;FINISTERE;0290159R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT SEBASTIEN;29103;LANDERNEAU;privé sous contrat;LEGT;116.8
2018-2019;RENNES;29;FINISTERE;0290186V;LYCEE POLYVALENT PRIVE LE PARACLET LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET LA BOULANGERIE PATISSERIE;29232;QUIMPER;privé sous contrat;LPO;102.4
2018-2019;RENNES;29;FINISTERE;0290194D;LYCEE GENERAL PRIVE SAINT BLAISE;29046;DOUARNENEZ;privé sous contrat;LEGT;100.6
2018-2019;RENNES;29;FINISTERE;0290200K;LYCEE PROFESSIONNEL PRIVE LE PORSMEUR LYCEE DES METIERS DE LA VENTE ET DU SANITAIRE ET SOCIAL;29151;MORLAIX;privé sous contrat;LP;91.5
2018-2019;RENNES;29;FINISTERE;0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;29259;SAINT POL DE LEON;privé sous contrat;LP;85.3
2018-2019;RENNES;29;FINISTERE;0290335G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA CROIX ROUGE LA SALLE;29019;BREST;privé sous contrat;LPO;114.6
2018-2019;RENNES;29;FINISTERE;0290340M;LYCEE POLYVALENT PRIVE ESTRAN FENELON LYCEE DES METIERS DES SERVICES A LA PERSONNE LYCEE DES METIERS DE L HOTELLERIE RESTAURATION ET DU TOURISME;29019;BREST;privé sous contrat;LPO;104
2018-2019;RENNES;29;FINISTERE;0291633T;LYCEE PROFESSIONNEL RENE LAENNEC LYCEE DES METIERS DES SERVICES A LA PERSONNE;29220;PONT L ABBE;public;LP;91.6
2018-2019;RENNES;29;FINISTERE;0292139T;LYCEE PROFESSIONNEL PRIVE JAVOUHEY;29019;BREST;privé sous contrat;LP;98.9
2018-2019;MONTPELLIER;30;GARD;0300023M;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;30189;NIMES;public;LEGT;111.7
2018-2019;MONTPELLIER;30;GARD;0300028T;LYCEE PROFESSIONNEL PRIVE CEVENOL;30007;ALES;privé sous contrat;LP;79.5
2018-2019;MONTPELLIER;30;GARD;0300077W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BELLEVUE;30007;ALES;privé sous contrat;LEGT;120.5
2018-2019;MONTPELLIER;30;GARD;0300080Z;LYCEE POLYVALENT PRIVE EMMANUEL D ALZON;30189;NIMES;privé sous contrat;LPO;113.2
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310017A;LYCEE POLYVALENT PAUL MATHOU LYCEE DES METIERS DES TRAVAUX PUBLICS ET DU BATIMENT;31224;GOURDAN POLIGNAN;public;LPO;104.5
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310039Z;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;31555;TOULOUSE;public;LEGT;116.4
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310040A;LYCEE POLYVALENT RAYMOND NAVES;31555;TOULOUSE;public;LPO;118.1
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310046G;LYCEE POLYVALENT HOTELIER LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME D OCCITANIE;31555;TOULOUSE;public;LPO;115
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310047H;LYCEE GENERAL ET TECHNOLOGIQUE OZENNE;31555;TOULOUSE;public;LEGT;132.7
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310052N;LYCEE PROFESSIONNEL ROLAND GARROS LYCEE DES METIERS DE LA MAINTENANCE MECANIQUE ET DE LA PRODUCTIQUE;31555;TOULOUSE;public;LP;81.8
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310053P;LYCEE PROFESSIONNEL URBAIN VITRY LYCEE DES METIERS DU BATIMENT;31555;TOULOUSE;public;LPO;84.9
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;31451;REVEL;public;LP;107.4
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0311092U;LYCEE PROFESSIONNEL EUGENE MONTEL LYCEE DES METIERS DES ENERGIES RENOUVELABLES DE L ELECTROTECHNIQUE MAINTENANCE ET CHAUDRONNERIE INDUSTRIELLE;31149;COLOMIERS;public;LP;94.8
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0311126F;LYCEE GENERAL PRIVE LE FERRADOU;31069;BLAGNAC;privé sous contrat;LEGT;141.4
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0311323V;LYCEE GENERAL ET TECHNOLOGIQUE RIVE GAUCHE;31555;TOULOUSE;public;LEGT;101.7
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0311334G;LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DU BOIS (A ABSORBE L'UAI 0310006N EN 2018);31042;BAGNERES DE LUCHON;public;LPO;115.4
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0311586F;LYCEE GENERAL ET TECHNOLOGIQUE TOULOUSE LAUTREC;31555;TOULOUSE;public;LEGT;112.1
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0312289V;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE PAUL RIQUET;31506;SAINT ORENS DE GAMEVILLE;public;LEGT;138.6
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0312754A;LYCEE GENERAL CLEMENCE ROYER;31187;FONSORBES;public;LEGT;128
2018-2019;TOULOUSE;31;HAUTE-GARONNE;0312938A;LYCEE GENERAL ET TECHNOLOGIQUE NELSON MANDELA;31417;PIBRAC;public;LEGT;133.1
2018-2019;TOULOUSE;32;GERS;0320040V;LYCEE PROFESSIONNEL PARDAILHAN;32013;AUCH;public;LP;88.6
2018-2019;TOULOUSE;32;GERS;0320054K;LYCEE GENERAL PRIVE SAINT JOSEPH;32208;LECTOURE;privé sous contrat;LEGT;131.2
2018-2019;TOULOUSE;32;GERS;0320067Z;LYCEE POLYVALENT LE GARROS LYCEE DES METIERS DU GENIE CIVIL DE LA PRODUCTION ET DU LABORATOIRE;32013;AUCH;public;LPO;110.7
2018-2019;BORDEAUX;33;GIRONDE;0330003Z;LYCEE GENERAL ET TECHNOLOGIQUE GRAND AIR;33009;ARCACHON;public;LEGT;118.5
2018-2019;BORDEAUX;33;GIRONDE;0330010G;LYCEE GENERAL ET TECHNOLOGIQUE ANATOLE DE MONZIE;33036;BAZAS;public;LEGT;110.8
2018-2019;BORDEAUX;33;GIRONDE;0330021U;LYCEE GENERAL MICHEL MONTAIGNE;33063;BORDEAUX;public;LEGT;131.3
2018-2019;BORDEAUX;33;GIRONDE;0330060L;LYCEE PROFESSIONNEL FLORA TRISTAN LYCEE DES METIERS DES SERVICES ET DE L AERONAUTIQUE;33085;CAMBLANES ET MEYNAC;public;LP;92.9
2018-2019;BORDEAUX;33;GIRONDE;0330082K;LYCEE PROFESSIONNEL LYCEE DES METIERS SUD GIRONDE;33227;LANGON;public;LP;88.4
2018-2019;BORDEAUX;33;GIRONDE;0330109P;LYCEE POLYVALENT JEAN RENOU;33352;LA REOLE;public;LEGT;109.6
2018-2019;BORDEAUX;33;GIRONDE;0331491S;LYCEE GENERAL PRIVE ALBERT LE GRAND;33063;BORDEAUX;privé sous contrat;LEGT;138
2018-2019;BORDEAUX;33;GIRONDE;0331493U;LYCEE GENERAL PRIVE SAINT GENES LA SALLE;33063;BORDEAUX;privé sous contrat;LEGT;146.5
2018-2019;BORDEAUX;33;GIRONDE;0331495W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE L ASSOMPTION STE CLOTILDE;33063;BORDEAUX;privé sous contrat;LEGT;136.4
